Animal ID,Name,Species,Primary Breed,Age Group,Location,Intake Date,Intake Type,OutCome Date,OutCome Type,Days in Custody,Days on Site,Days Available
GPG-A-1782,Bulbasaur-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/13/2021,Owner/Guardian Surrender,06/24/2021,Adoption,43,3,42
GPG-A-1747-2,Matt,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/13/2021,Return,05/31/2021,Adoption,18,0,18
GPG-A-1447-2,Fuzz-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,05/13/2021,Owner/Guardian Surrender,05/19/2021,Adoption,6,6,6
GPG-A-1149-2,Reggie,Dog,"Retriever, Labrador",Adult Dog (6 months+),Adopted,05/13/2021,Owner/Guardian Surrender,09/28/2021,Adoption,139,9,139
GPG-A-1778,Huddles-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/13/2021,Owner/Guardian Surrender,06/11/2021,Adoption,30,1,30
GPG-A-1780,Snuggles-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/13/2021,Owner/Guardian Surrender,06/11/2021,Adoption,30,1,30
GPG-A-1779,Cuddles-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/13/2021,Owner/Guardian Surrender,07/14/2021,Adoption,63,1,63
GPG-A-1752-2,Tiger,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/17/2021,Return,05/18/2021,Adoption,2,0,2
GPG-A-1787,Rex,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/17/2021,Stray,06/16/2021,Adoption,31,4,27
GPG-A-1805,Jean-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,06/16/2021,Adoption,30,3,28
GPG-A-1808,Button-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,06/16/2021,Adoption,30,3,28
GPG-A-1804,Corduroy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,06/21/2021,Adoption,35,3,32
GPG-A-1807,Velcro-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,06/28/2021,Adoption,42,3,40
GPG-A-1803,Zipper-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,05/27/2021,Adoption,10,3,7
GPG-A-1806,Denim-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,06/28/2021,Adoption,42,3,39
GPG-A-1789,Bailey-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,06/19/2021,Adoption,33,2,33
GPG-A-1790,Ace-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,07/01/2021,Adoption,45,1,45
GPG-A-1791,Spades-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,06/21/2021,Adoption,35,1,35
GPG-A-1792,Diamonds-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,06/21/2021,Adoption,35,1,35
GPG-A-1793,Clover-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,07/01/2021,Adoption,45,1,45
GPG-A-1794,Clubs-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,06/16/2021,Adoption,30,1,30
GPG-A-1796,Donatello-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,07/14/2021,Adoption,58,3,56
GPG-A-1795,Michelangelo-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,07/14/2021,Adoption,58,3,56
GPG-A-1621-2,Beauty,Dog,"Cattle Dog, Australian (Red Heeler)",Adult Dog (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,06/08/2021,Adoption,22,5,22
GPG-A-1798,Elma-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Owner/Guardian Surrender,07/18/2021,Adoption,62,7,20
GPG-A-1799,Truly-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/18/2021,Stray,10/18/2021,Adoption,154,1,151
GPG-A-1801,Carlita,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/18/2021,Stray,08/14/2021,Adoption,88,11,47
GPG-A-1815,Peroni-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,05/20/2021,Owner/Guardian Surrender,06/03/2021,Adoption,15,2,15
GPG-A-1814,Yuengling-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,05/20/2021,Owner/Guardian Surrender,05/22/2021,Adoption,3,2,3
GPG-A-1813,Paulaner-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,05/20/2021,Owner/Guardian Surrender,05/25/2021,Adoption,6,2,6
GPG-A-1812,Modelo-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,05/20/2021,Owner/Guardian Surrender,06/04/2021,Adoption,16,2,16
GPG-A-1716,Rumi,Dog,"Terrier, American Pit Bull",Adult Dog (6 months+),Adopted,05/20/2021,Owner/Guardian Surrender,09/25/2021,Adoption,129,5,129
GPG-A-1762-2,Rowdy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/20/2021,Return,06/11/2021,Adoption,22,0,22
GPG-A-1816,Raphael-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/20/2021,Stray,05/28/2021,Adoption,9,1,8
GPG-A-1817,Chips-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/21/2021,Transfer In,07/19/2021,Adoption,60,10,60
GPG-A-1818,Frito-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/21/2021,Transfer In,07/12/2021,Adoption,53,3,47
GPG-A-1819,CheezIt-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/21/2021,Transfer In,07/12/2021,Adoption,53,3,47
GPG-A-1820,Ruffles-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/21/2021,Transfer In,08/21/2021,Adoption,93,2,87
GPG-A-1821,Muncho-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/21/2021,Transfer In,08/28/2021,Adoption,100,2,93
GPG-A-1690-2,Venice-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/21/2021,Return,05/21/2021,Adoption,1,0,1
GPG-A-1752-3,Tiger,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/21/2021,Return,06/11/2021,Adoption,21,3,21
GPG-A-1809,Hector,Dog,Akita,Adult Dog (6 months+),Adopted,05/25/2021,Owner/Guardian Surrender,05/27/2021,Adoption,3,3,3
GPG-A-1825,Bowser-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/25/2021,Owner/Guardian Surrender,07/09/2021,Adoption,46,1,46
GPG-A-1826,Luigi-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/25/2021,Owner/Guardian Surrender,06/11/2021,Adoption,18,2,18
GPG-A-1827,Mario-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/25/2021,Owner/Guardian Surrender,07/09/2021,Adoption,46,1,46
GPG-A-1828,Yoshi-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/25/2021,Owner/Guardian Surrender,06/11/2021,Adoption,18,2,18
GPG-A-1829,Harvey,Dog,Chihuahua,Adult Dog (6 months+),Died,05/25/2021,Transfer In,05/26/2021,Died,1,1,0
GPG-A-1830,Dove-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/25/2021,Stray,06/18/2021,Adoption,25,4,21
GPG-A-1822,Ash,Dog,"Retriever, Labrador",Adult Dog (6 months+),Adopted,05/25/2021,Transfer In,05/25/2021,Adoption,1,1,1
GPG-A-1823,Rotel,Dog,"Terrier, Jack Russell",Adult Dog (6 months+),Adopted,05/25/2021,Transfer In,05/27/2021,Adoption,2,1,2
GPG-A-1824,Ghirardelli,Dog,"Retriever, Labrador",Adult Dog (6 months+),Adopted,05/25/2021,Transfer In,07/28/2021,Adoption,65,18,65
GPG-A-1832,Figgy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/25/2021,Transfer In,08/07/2021,Adoption,75,23,61
GPG-A-1833,Washy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/26/2021,Owner/Guardian Surrender,06/27/2021,Adoption,33,4,33
GPG-A-1840,Maveric,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/26/2021,Owner/Guardian Surrender,07/02/2021,Adoption,37,1,23
GPG-A-1837,Peoni,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,07/08/2021,Adoption,43,3,42
GPG-A-1835,Cheryl,Dog,"Terrier, Rat",Adult Dog (6 months+),Adopted,05/27/2021,Transfer In,07/27/2021,Adoption,62,7,62
GPG-A-1841,Blanca-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,12/08/2021,Adoption,196,2,194
GPG-A-1842,Aura-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,12/31/2021,Adoption,218,2,217
GPG-A-1843,Canary-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,06/16/2021,Adoption,21,1,19
GPG-A-1844,Ellery-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,06/16/2021,Adoption,21,1,19
GPG-A-1845,Agave-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,10/06/2021,Adoption,133,2,131
GPG-A-1846,Asana-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,12/08/2021,Adoption,196,2,194
GPG-A-1847,Julio-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,08/14/2021,Adoption,79,2,77
GPG-A-1836,Bo,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,06/05/2021,Adoption,9,2,9
GPG-A-1838,Branch-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,06/27/2021,Adoption,31,3,31
GPG-A-1839,Poppy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,06/10/2021,Adoption,14,2,14
GPG-A-1848,Borage,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,07/10/2021,Adoption,44,1,44
GPG-A-1849,Hosta,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,07/19/2021,Adoption,53,1,53
GPG-A-1850,Bergamot,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,07/26/2021,Adoption,60,1,60
GPG-A-1851,Dill,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,07/18/2021,Adoption,52,1,52
GPG-A-1852,Flax,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,07/26/2021,Adoption,60,1,60
GPG-A-1853,Petunia,Dog,Rottweiler,Adult Dog (6 months+),Adopted,05/27/2021,Owner/Guardian Surrender,07/10/2021,Adoption,44,1,44
GPG-A-1679-2,Puffin-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/28/2021,Return,05/28/2021,Adoption,1,1,1
GPG-A-1682-2,Eagle-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/28/2021,Return,06/05/2021,Adoption,8,2,8
GPG-A-1680-2,Sparrow-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/28/2021,Return,06/15/2021,Adoption,19,1,18
GPG-A-2377,220W2nd05DS,Cat,Domestic Medium Hair,Adult Cat (6 months+),Wildlife Release,06/01/2021,Wildlife In,06/03/2021,feral/wildlife,3,0,0
GPG-A-1866,Trevor-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Owner/Guardian Surrender,06/28/2021,Adoption,28,3,28
GPG-A-1854,Tanya-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Owner/Guardian Surrender,07/08/2021,Adoption,38,1,38
GPG-A-1855,Tessa-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Owner/Guardian Surrender,07/08/2021,Adoption,38,1,38
GPG-A-1856,Tiller-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Owner/Guardian Surrender,11/09/2021,Adoption,162,9,162
GPG-A-1857,Tauny-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Owner/Guardian Surrender,11/09/2021,Adoption,162,9,162
GPG-A-1858,Tomah-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Owner/Guardian Surrender,06/10/2021,Adoption,10,3,10
GPG-A-1860,Mona,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/01/2021,Transfer In,06/29/2021,Adoption,28,3,28
GPG-A-1861,Queenie,Dog,"Terrier, Parson Jack Russell",Adult Dog (6 months+),Adopted,06/01/2021,Transfer In,07/27/2021,Adoption,57,9,56
GPG-A-1862,Beck,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/01/2021,Transfer In,07/23/2021,Adoption,53,33,53
GPG-A-1813-2,Paulaner-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/01/2021,Return,06/02/2021,Adoption,2,2,2
GPG-A-1863,Rue-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Stray,08/11/2021,Adoption,72,10,28
GPG-A-1864,Calix-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Stray,08/11/2021,Adoption,72,10,28
GPG-A-1865,Briar-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/01/2021,Stray,08/12/2021,Adoption,72,9,54
GPG-A-1868,Tally-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Owner/Guardian Surrender,09/28/2021,Adoption,119,3,107
GPG-A-1867,Tracy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Owner/Guardian Surrender,07/03/2021,Adoption,32,3,32
GPG-A-1872,Cliff-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Stray,08/01/2021,Adoption,61,10,55
GPG-A-1873,Coho-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Stray,07/12/2021,Adoption,41,3,39
GPG-A-1902,Kangaroo-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Owner/Guardian Surrender,08/14/2021,Adoption,74,17,31
GPG-A-1905,Wombat-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Owner/Guardian Surrender,07/26/2021,Adoption,55,16,39
GPG-A-1904,Wallaby-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Owner/Guardian Surrender,08/14/2021,Adoption,74,16,32
GPG-A-1903,Koala-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/02/2021,Owner/Guardian Surrender,07/26/2021,Adoption,55,16,39
GPG-A-1874,Liko,Dog,"Poodle, Standard",Adult Dog (6 months+),Adopted,06/03/2021,Transfer In,06/06/2021,Adoption,4,2,4
GPG-A-1875,Chippie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/03/2021,Transfer In,06/05/2021,Adoption,3,3,3
GPG-A-1876,Azami-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/03/2021,Transfer In,06/21/2021,Adoption,19,6,19
GPG-A-1567-2,Muggy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Euthanasia,06/03/2021,Owner/Guardian Surrender,06/08/2021,Euthanasia,6,6,5
GPG-A-1880,Clare-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/07/2021,Stray,07/01/2021,Adoption,24,2,23
GPG-A-1803-2,Zipper-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/07/2021,Return,06/23/2021,Adoption,16,0,16
GPG-A-1881,Splenda-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/07/2021,Stray,12/23/2021,Adoption,199,9,179
GPG-A-1883,Purevia-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/07/2021,Stray,07/11/2021,Adoption,34,1,34
GPG-A-1882,Truvia-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/07/2021,Stray,01/27/2022,Adoption,235,9,234
GPG-A-1884,Maggie,Dog,"Poodle, Standard",Adult Dog (6 months+),Adopted,06/08/2021,Owner/Guardian Surrender,06/10/2021,Adoption,3,3,3
GPG-A-1879,Rylo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/08/2021,Owner/Guardian Surrender,06/29/2021,Adoption,22,13,22
GPG-A-1878,Patches,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/08/2021,Owner/Guardian Surrender,11/17/2021,Adoption,163,12,163
GPG-A-1877,Belle,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/08/2021,Owner/Guardian Surrender,08/14/2021,Adoption,67,45,54
GPG-A-1886,Jack-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/08/2021,Stray,09/03/2021,Adoption,88,1,88
GPG-A-1887,Jill-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/08/2021,Stray,11/17/2021,Adoption,163,4,161
GPG-A-923-3,Dougal,Dog,"Cattle Dog, Australian (Blue Heeler)",Adult Dog (6 months+),Adopted,06/09/2021,Owner/Guardian Surrender,08/04/2021,Adoption,57,8,57
GPG-A-1889,C-Note RTO,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Redeemed,06/09/2021,Owner/Guardian Surrender,06/10/2021,Return to Owner/Guardian,1,0,0
GPG-A-1888,Barkley,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,06/10/2021,Transfer In,06/17/2021,Adoption,8,2,8
GPG-A-1901,Angelo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/11/2021,Transfer In,08/02/2021,Adoption,52,11,42
GPG-A-1519-2,Jenn,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/11/2021,Return,08/01/2021,Adoption,52,4,52
GPG-A-2373,220W2nd01DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2374,220W2nd02DS,Cat,Domestic Longhair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2375,220W2nd03DS,Cat,Domestic Longhair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2376,220W2nd04DS,Cat,Domestic Medium Hair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2378,2717Gaty01DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2379,2717Gaty02DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2380,2717Gaty03DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2381,2717Gaty04DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2382,221W3rd01DS,Cat,Domestic Longhair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2383,221W3rd02DS,Cat,Domestic Medium Hair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2384,221W3rd03DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2385,221W3rd04DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-2386,221W3rd05DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/12/2021,Wildlife In,06/15/2021,feral/wildlife,4,0,0
GPG-A-1906,Cinnamon Roll C,Cat,Domestic Shorthair,Adult Cat (6 months+),Transfer Out,06/12/2021,Owner/Guardian Surrender,06/15/2021,Transfer Out,4,4,0
GPG-A-1907,Luna-RTO,Dog,Shepherd,Adult Dog (6 months+),Redeemed,06/12/2021,Owner/Guardian Surrender,06/29/2021,Return to Owner/Guardian,18,4,14
GPG-A-1910,Becca-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,08/18/2021,Adoption,67,5,67
GPG-A-1911,April-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,08/03/2021,Adoption,52,5,52
GPG-A-1912,Craig-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,08/18/2021,Adoption,67,5,67
GPG-A-1913,Rosalind-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,06/19/2021,Adoption,7,7,7
GPG-A-1914,Noodles-C,Cat,Siamese,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,07/14/2021,Adoption,32,5,26
GPG-A-1915,Ziti-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,09/06/2021,Adoption,86,4,83
GPG-A-1916,Penne-C,Cat,Domestic Longhair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,11/01/2021,Adoption,142,4,139
GPG-A-1917,Cavatappi-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Died,06/13/2021,Owner/Guardian Surrender,06/26/2021,Died,14,4,10
GPG-A-1918,Macaroni-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,06/30/2021,Adoption,18,4,14
GPG-A-1919,Rigatoni-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,09/05/2021,Adoption,85,4,82
GPG-A-1920,Fusilli-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,07/14/2021,Adoption,32,4,26
GPG-A-1935,Manicotti-C,Cat,Domestic Medium Hair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,07/15/2021,Adoption,32,5,29
GPG-A-1951,Melon Ball-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/13/2021,Owner/Guardian Surrender,07/02/2021,Adoption,19,0,19
GPG-A-2005,Bernard,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/14/2021,Owner/Guardian Surrender,08/01/2021,Adoption,49,0,9
GPG-A-2001,Nash,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/14/2021,Owner/Guardian Surrender,08/08/2021,Adoption,55,0,16
GPG-A-2002,Sushi,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Died,06/14/2021,Owner/Guardian Surrender,07/14/2021,Died,31,0,0
GPG-A-2387,1631Missouri01DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/14/2021,Wildlife In,06/15/2021,feral/wildlife,2,0,0
GPG-A-2004,Max,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/14/2021,Owner/Guardian Surrender,07/29/2021,Adoption,45,1,6
GPG-A-2388,1631Missouri02DS,Cat,Domestic Shorthair,Adult Cat (6 months+),Wildlife Release,06/14/2021,Wildlife In,06/15/2021,feral/wildlife,2,0,0
GPG-A-2003,Darla,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/14/2021,Owner/Guardian Surrender,07/27/2021,Adoption,44,1,5
GPG-A-2018,Bianca,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/14/2021,Owner/Guardian Surrender,07/25/2021,Adoption,42,0,2
GPG-A-1909,Brownie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Euthanasia,06/14/2021,Owner/Guardian Surrender,06/15/2021,Euthanasia,1,1,0
GPG-A-1945,Maverick-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Stray,08/09/2021,Adoption,56,0,56
GPG-A-1948,Bella-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Stray,09/27/2021,Adoption,105,0,105
GPG-A-1944,Felix-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Stray,07/30/2021,Adoption,46,0,46
GPG-A-1947,Cosmo-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Stray,08/09/2021,Adoption,56,0,56
GPG-A-1943,Daisy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Stray,12/23/2021,Adoption,192,0,192
GPG-A-1946,Cleo-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Stray,08/06/2021,Adoption,53,0,53
GPG-A-1949,Gigi-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Stray,07/30/2021,Adoption,46,0,46
GPG-A-975-2,Mack,Dog,"Bulldog, American",Adult Dog (6 months+),Adopted,06/15/2021,Owner/Guardian Surrender,06/27/2021,Adoption,13,1,13
GPG-A-1921,Ricki,Dog,"Bulldog, American",Adult Dog (6 months+),Adopted,06/15/2021,Transfer In,06/21/2021,Adoption,7,4,7
GPG-A-1922,Queen,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/15/2021,Transfer In,11/14/2021,Adoption,153,4,152
GPG-A-1925,Aubrey-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Owner/Guardian Surrender,06/24/2021,Adoption,10,4,10
GPG-A-1926,Anna-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Owner/Guardian Surrender,08/14/2021,Adoption,60,4,60
GPG-A-1927,Ashley-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Owner/Guardian Surrender,07/08/2021,Adoption,24,3,24
GPG-A-1928,Adam-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/15/2021,Owner/Guardian Surrender,07/08/2021,Adoption,24,3,24
GPG-A-1602-2,Sheba,Dog,Pekingese,Adult Dog (6 months+),Adopted,06/15/2021,Owner/Guardian Surrender,07/03/2021,Adoption,18,0,18
